gender,age,region,used_products,used_shampoo,usage_trigger,feeling_after_use,desired_compliment,expected_features,usage_occasion,occasion_reason,current_brand,brand_reason,pain_points,purchase_channels,main_channel,Target_Winning_Zone,pain_points_std,brand_reason_std
ชาย,55 ปีขึ้นไป,กทม. & ปริมณฑล,แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย),เคยใช้แชมพูปิดผมขาว,ยังผมขาวมองให้เห็น,ชอบนะที่ไม่เห็นผมหงอก,ดูหนุ่มขึ้นนะ,"รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, กลิ่นไม่ฉุน, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ถ่ายรูปติดบัตร เช่น บัตรประชาชน/ใบขับขี่/พาสปอร์ต, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น",ทำให้ดูดีครับ,Kronwald,กลิ่นไม่ฉุน,ราคาควรถูกลงหน่อย,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)","ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
LGBTQ+,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,ไปงาน,หน้าเด็ก,หน้าเด็กมากกก,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน",วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก,ผมหงอกหน้าเหมือนคนป่วย,HerbaSure,ติดนาน ครัมเหนียวไม่ไหลย้อย,ติดหนังหัว,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะสีติดทน/สีสวย
ชาย,55 ปีขึ้นไป,ภาคอีสาน,แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม),เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ไม่มีผมขาวเลย,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, ใช้งานง่าย ไม่ต้องผสม, สีไม่หลุดง่าย",เห็นผมขาวมีมากก็ต้องทำ,ต้องการความมั่นใจ,HerbaSure,"ใช้งานง่าย, กลิ่นไอ, ไม่แสบหนังศีรษะ",พอใจแล้ว,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,รู้สึกตัวเองมั่นใจขึ้น,ยังดูดีเหมือนเดิมนะ,"รวดเร็ว ใช้เวลาน้อยในการทำ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, ใช้งานง่าย ไม่ต้องผสม, สีไม่หลุดง่าย","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ถ่ายรูปติดบัตร เช่น บัตรประชาชน/ใบขับขี่/พาสปอร์ต, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์",เพื่อความมั่นใจ และดูดีสมวัย,HerbaSure,หาชซื้อง่าย,อยากได้กลิ่นที่หอมเมือนดอกไม้,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม),เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,ดีคะ,มี,"รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, สีไม่หลุดง่าย, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช",ติดต่อบุคคลอื่น,Phumflora,ใช้ง่าย,ติดทนนาน ไม่เป็นอันตราย,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจมากขึ้น,ดูหน้าเด็ก,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, กลิ่นไม่ฉุน, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน",เห็นผมขาว,ยังทำงานอยู่,FLOREVIA,ใช้ง่าย ราคาดี,ติดทนนาน,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,ต้องไปงาน,มั่นใจ,ชมว่าดูสาว,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, สีไม่หลุดง่าย","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",เพื่อให้ดูดี ไม่แก่,Reviane,สีสวย ติดทน,ไม่มี,"ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)","ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)",0,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะสีติดทน/สีสวย
ชาย,55 ปีขึ้นไป,ภาคใต้,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,ผมขาวมาก,ดูดี,หงอกไม่มี,"ไม่แสบหนังศีรษะ, ใช้งานง่าย ไม่ต้องผสม, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนงานสำคัญ เช่น ประชุมใหญ่บริษัท, พรีเซนต์งาน",ดูไม่สูงวัย,Kronwald,ใช้ง่าย,สีติดนาน,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini), ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)","ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,ต้องไปงาน,มั่นใจขึ้น ดูเด็กลง,สีผมสวยจัง,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น",ความมั่นใจ,แล้วแต่ว่าช่วงนั้นยี่ห้อไหนมีโปรโมชั่น,ราคาดี โปรดี,เวลาสระแล้วเช็ดผม ผ้าเช็ดผมจะมีสีติดมาด้วย ทั้งๆที่ล้างผมสะอาดแล้ว ไม่ชอบเลย ทำให้ผ้าดูสกปรก,ร้านที่ขายผลิตภัณธ์เกี่ยวกับผมที่อยู่ใกล้บ้าน,ร้านใกล้บ้าน,1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะราคา/ความคุ้มค่า
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,ต้องไปงาน,มั่นใจขึ้น,สีผมสวยจัง,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, มีสารบำรุง, สีไม่หลุดง่าย, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ถ่ายรูปติดบัตร เช่น บัตรประชาชน/ใบขับขี่/พาสปอร์ต, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์",เพิ่มความมั่นใจ,Phumflora,กลิ่นไม่ฉุนทำจากธรรมชาติ,ใช้แบรนด์นี้เป็นประจำ,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
หญิง,55 ปีขึ้นไป,ภาคอีสาน,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,มีผมหงอกเพิ่มขึ้น,รู้สึกหน้าเด็กสดใสขึ้น,สีผมสวยจัง,"ปิดผมหงอกเนียนสนิท, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, สีไม่หลุดง่าย","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนงานสำคัญ เช่น ประชุมใหญ่บริษัท, พรีเซนต์งาน, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",เพิ่มความมั่นใจให้ดูว่ายังอ่อนเยาว์,DeeAsh,ใช้ง่ายกินไม่ฉุนมีเฉดสีให้เลือก,ไม่แสบระคายเคืองหนังศีรษะ,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,มีปัญหาเรื่องกลิ่น/แสบคัน/ผมเสีย,เลือกเพราะสีติดทน/สีสวย
ชาย,55 ปีขึ้นไป,ภาคเหนือ,แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม),เคยใช้แชมพูปิดผมขาว,ต้องทำงานทุกวัน,หน้าเด็กลง,ดูหล่อ,"ได้สีผมเป็นธรรมชาติ, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน",ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์,เพิ่มความมั่นใจ,HerbaSure,ใช้ง่าย ดี ราคาถูก,ปิดผมขาวได้นานมากกว่านี้,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ผมสวย,"ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",ให้ดูดี ไม่แก่,Lyora,ใช้ง่าย กลิ่นไม่ฉุน,ไม่มี เพราะว่าจะเปลี่ยนไปใช้ให้หลากหลายยี่ห้อ,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)","ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops)",0,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
หญิง,55 ปีขึ้นไป,ภาคอีสาน,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ดูดีขึ้นไม่เหมือนคนแก่,"ปิดผมหงอกเนียนสนิท, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",ดูดีขึ้น ไม่เหมือนคนแก่,HerbaSure,ใช้ง่าย ราคาดี,กลิ่นไม่ฉุน,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ), ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)","ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)",1,มีปัญหาเรื่องกลิ่น/แสบคัน/ผมเสีย,เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,ภาคอีสาน,แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม),เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,สีผมสวย,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",เพื่อความมั่นใจ,Lyora,ใช้ง่าย กลิ่นไม่ฉุน ติดทนนาน,ให้มีรูปแบบขวดพร้อมสระ,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
ชาย,55 ปีขึ้นไป,ภาคเหนือ,แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม),เคยใช้แชมพูปิดผมขาว,ต้องออกงานบ่อยๆ,หน้าอ่อนเยาว์ลง,คนรอบข้าง,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, หาซื้อง่าย / มีขายใกล้บ้าน",วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก,ให้ดีขึ้น,Kronwald,เน้นสารธรรมชาติ มีคุณภาพสูง ไม่มีสารทำร้ายหนังศีรษะ,ไม่ต้องผสม และควรสระติดง่ายใช้เวลาน้อย,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
หญิง,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,เห็นผมขาว,มั่นใจขึ้น,ดูเด็กลงนะ,"ปิดผมหงอกเนียนสนิท, ได้สีผมเป็นธรรมชาติ, กลิ่นไม่ฉุน, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนงานสำคัญ เช่น ประชุมใหญ่บริษัท, พรีเซนต์งาน, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",เพื่อให้ดูดีผมไม่ด่าง ๆ ดำ ๆ,HerbaSure,ราคาไม่แพง ใช้ง่าย กลิ่นไม่ฉุน,ไม่มี เหมาะสมกับราคาแล้ว,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini), ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons)","ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
ชาย,55 ปีขึ้นไป,กทม. & ปริมณฑล,ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด),เคยใช้แชมพูปิดผมขาว,ต้องไปงาน,กลับมาอีกครั้ง,หล่อ,"รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, มีสารบำรุง, ราคาดี / คุ้มค่า","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนงานสำคัญ เช่น ประชุมใหญ่บริษัท, พรีเซนต์งาน, ถ่ายรูปติดบัตร เช่น บัตรประชาชน/ใบขับขี่/พาสปอร์ต, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์,",ไม่แก่,HerbaSure,ใช้ง่าย,ไม่ระบุ,"ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)",0,ไม่มีปัญหา / ไม่ระบุ,เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,ภาคอีสาน,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด)",เคยใช้แชมพูปิดผมขาว,โคนผมขาว,รู้สึกมั่นใจเวลาไปพบปะผู้คน,ผมเยอะ ผมหนา ดูเด็กลง,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน, ไม่ทำให้ผมเสีย(ในระยะสี้นและยาว)","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนงานสำคัญ เช่น ประชุมใหญ่บริษัท, พรีเซนต์งาน, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น",อยากดูดี,Phumflora,ใช้ง่าย ติดผมแต่ไม่ติดผิวหนัง กลิ่นอ่อนๆ ราคาไม่แพง,สีมักจะติดไม่ยาวนาน ต้องทำซ้ำก็ห่วงสุขภาพศรีษะและผมเพราะส่วนผามมีสารเคมี,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini)","ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ)",1,มีปัญหาเรื่องกลิ่น/แสบคัน/ผมเสีย,เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
หญิง,55 ปีขึ้นไป,ภาคอีสาน,แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม),เคยใช้แชมพูปิดผมขาว,เห็นผมเริ่มขาว และต้องไปงาน,ดูดีและมั่นใจมากขึ้น,ดูดีนะ,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",ทำให้มั่นใจ,Aromkesha,ออร์แกนิค&ติดนาน,ราคาสูงหน่อย,"ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)","ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะอ่อนโยน/ไม่แพ้/กลิ่นดี
ชาย,55 ปีขึ้นไป,กทม. & ปริมณฑล,"แชมพูปิดผมขาว (ฉีก เท สระ เหมือนสระผม), ครีมเปลี่ยนสีผมแบบต้องผสม (ในถ้วย/ขวด), แบบซองครีม (ไม่ต้องผสม บีบแล้วลูบลงผมได้เลย)",เคยใช้แชมพูปิดผมขาว,มีคนทักและอยากหล่อครับ,กระหยิ่มยิ้มย่องเหมือนตัวเองสุดหล่อกลับมาอีกครั้ง,สุดหล่อสุดเท่ห์และเหมือนหนุ่มๆเลย,"ปิดผมหงอกเนียนสนิท, รวดเร็ว ใช้เวลาน้อยในการทำ, ได้สีผมเป็นธรรมชาติ, มีเฉดสีให้เลือกเยอะ, ไม่แสบหนังศีรษะ, กลิ่นไม่ฉุน, ใช้งานง่าย ไม่ต้องผสม, มีสารบำรุง, สีไม่หลุดง่าย, ราคาดี / คุ้มค่า, หาซื้อง่าย / มีขายใกล้บ้าน","ก่อนออกงานสังคม เช่น งานแต่งงาน, งานบวช, ก่อนงานสำคัญ เช่น ประชุมใหญ่บริษัท, พรีเซนต์งาน, ก่อนเจอเพื่อนเก่า เช่น งานรวมรุ่น, ช่วงเทศกาล เช่น ปีใหม่ สงกรานต์, วันธรรมดาที่รู้สึกไม่มั่นใจในผมหงอก",อยากให้ตัวเองดูดีในทุกๆโมเม้นนั้น,Kronwald,ใช้ง่ายราคาไม่แพงและไม่กัดหนังศีรษะ,ราคาถูกมากกว่านี้หรือโปรโมชั่นดีๆ 1 แถม 1,"ซูเปอร์มาร์เก็ต / ห้างใหญ่ (เช่น Big C, Lotus, Tops), ร้านค้าทั่วไปใกล้บ้าน (เช่น ร้านโชห่วย, ร้านของชำ), ร้านสะดวกซื้อ (เช่น 7-11, CJ More, Big C Mini), ร้านขายยาหรือร้านบิวตี้ (เช่น Boots, Watsons), ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)","ออนไลน์ (Shopee, Lazada, TikTok shop ฯลฯ)",1,"ปัญหาอื่น ๆ (ราคา, แพ็คเกจ, เลอะเทอะ, ใช้งานยาก)",เลือกเพราะใช้ง่าย/สะดวกรวดเร็ว
